Program,Ligand,Initial Pose,Pose,Exhaustiveness,Energy Range,Energy,RMSD,Execution
QVina,B,random,4,8,3,-6.7,4.782,1
QVina,B,random,5,8,3,-6.6,6.329,1
QVina,B,random,6,8,3,-6.6,4.447,1
QVina,B,random,7,8,3,-6.5,5.980,1
QVina,B,random,8,8,3,-6.5,6.043,1
QVina,B,random,9,8,3,-6.4,5.530,1
QVina,B,random,10,8,3,-6.3,5.605,1
QVina,B,random,11,8,3,-6.2,5.111,1
QVina,B,random,12,8,3,-6.2,4.898,1
QVina,B,random,13,8,3,-6.2,4.966,1
QVina,B,random,14,8,3,-6.2,4.379,1
QVina,B,random,15,8,3,-6.1,5.342,1
QVina,B,random,16,8,3,-6.1,5.599,1
QVina,B,random,17,8,3,-6.0,5.961,1
QVina,B,random,18,8,3,-6.0,4.357,1
QVina,B,random,19,8,3,-5.9,5.020,1
QVina,B,random,20,8,3,-5.9,6.261,1
QVina,B,random,1,8,3,-7.0,4.422,2
QVina,B,random,2,8,3,-7.0,6.461,2
QVina,B,random,3,8,3,-7.0,4.963,2
QVina,B,random,4,8,3,-6.9,4.693,2
QVina,B,random,5,8,3,-6.9,4.785,2
QVina,B,random,6,8,3,-6.8,4.711,2
QVina,B,random,7,8,3,-6.7,4.998,2
QVina,B,random,8,8,3,-6.7,5.797,2
QVina,B,random,9,8,3,-6.6,4.720,2
QVina,B,random,10,8,3,-6.5,4.506,2
QVina,B,random,11,8,3,-6.5,5.074,2
QVina,B,random,12,8,3,-6.5,4.687,2
QVina,B,random,13,8,3,-6.4,5.783,2
QVina,B,random,14,8,3,-6.4,5.518,2
QVina,B,random,15,8,3,-6.4,5.158,2
QVina,B,random,16,8,3,-6.4,5.558,2
QVina,B,random,17,8,3,-6.3,4.944,2
QVina,B,random,18,8,3,-6.3,4.801,2
QVina,B,random,19,8,3,-6.3,5.108,2
QVina,B,random,20,8,3,-6.2,5.255,2
QVina,B,random,1,8,3,-7.1,4.551,3
QVina,B,random,2,8,3,-7.0,6.097,3
QVina,B,random,3,8,3,-7.0,4.733,3
QVina,B,random,4,8,3,-6.9,4.599,3
QVina,B,random,5,8,3,-6.9,3.868,3
QVina,B,random,6,8,3,-6.9,6.373,3
QVina,B,random,7,8,3,-6.8,5.506,3
QVina,B,random,8,8,3,-6.8,3.440,3
QVina,B,random,9,8,3,-6.7,5.422,3
QVina,B,random,10,8,3,-6.6,3.460,3
QVina,B,random,11,8,3,-6.6,5.429,3
QVina,B,random,12,8,3,-6.6,4.007,3
QVina,B,random,13,8,3,-6.5,5.734,3
QVina,B,random,14,8,3,-6.5,5.059,3
QVina,B,random,15,8,3,-6.5,5.188,3
QVina,B,random,16,8,3,-6.4,6.242,3
QVina,B,random,17,8,3,-6.4,4.522,3
QVina,B,random,18,8,3,-6.3,4.790,3
QVina,B,random,19,8,3,-6.3,4.984,3
QVina,B,random,20,8,3,-6.3,5.771,3
